title,appId,url,icon,developer,developerId,priceText,currency,price,free,summary,scoreText,score
Network Cell Info - Mobile & WiFi Signal,com.wilysis.cellinfo,https://play.google.com/store/apps/details?id=com.wilysis.cellinfo,https://play-lh.googleusercontent.com/1WHQB8uXaKc--5ZSASYJ8xdh8V5ywFmhMPhAVmjqrMcDEaIHRpJ7dOHgohVzq-7c1_w,"M2Catalyst, LLC.","M2Catalyst,+LLC.",R$7.49,R$,7.49,false,"The network cell signal monitoring tool for LTE, UMTS, GSM, CDMA.",4.5,4.5244565
GPS Connected Pro,org.bruxo.gpsconnectedpro,https://play.google.com/store/apps/details?id=org.bruxo.gpsconnectedpro,https://play-lh.googleusercontent.com/AecPK3cp4DEBc-660O0lIbp-v71vjeThDqFaVwdLy3hVatMNUaWLT3PjjGWV5RNT_c4,Diogo Ferreira Dev,Diogo+Ferreira+Dev,R$5.99,R$,5.99,false,"Always locked, never lost!",4.5,4.53
Threema. Secure and private Messenger,ch.threema.app,https://play.google.com/store/apps/details?id=ch.threema.app,https://play-lh.googleusercontent.com/eneY-f9h2zq095n7k-FeV-whgabl0W_qb_eIFp1syA_tkNpVfMFs3bTGIKHWzRs3lsr-,Threema GmbH,7923858866786761874,R$15.99,R$,15.99,false,Threema is the messenger that puts security and privacy first.,4.6,4.574879
SD Maid Pro - Unlocker,eu.thedarken.sdm.unlocker,https://play.google.com/store/apps/details?id=eu.thedarken.sdm.unlocker,https://play-lh.googleusercontent.com/LSzx-MtueW0rkK7fUbYYwDZmjqAfqAdPhIfOXALP847hNT-zkOpAvpu5yx6GOrD9lQk,darken,darken,R$7.00,R$,7,false,"A maid for your Android, to keep it clean &amp; tidy.",4.5,4.521739
Video & TV Cast + Fire TV | Web Video Browser,de.twokit.video.tv.cast.browser.firetv.pro,https://play.google.com/store/apps/details?id=de.twokit.video.tv.cast.browser.firetv.pro,https://play-lh.googleusercontent.com/fhbEY_bx-P-fqv5rqSTqEESGc4OdPmXJ5oD0a_s9w5tX6DXrVOamOylMI1fCX0mSoKA,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Browser for Fire TV to stream webvideos, online movies, livestreams in HD",2.4,2.42
PSPlay: PS Remote Play Unlimited,psplay.grill.com,https://play.google.com/store/apps/details?id=psplay.grill.com,https://play-lh.googleusercontent.com/ujWklgzmrSzA99DzsB27uTHspChZaKv02bXYMGfaPiG736pBM_m_580NI4Y6xSuoa6o,Florian Grill,5155814969687576049,R$27.99,R$,27.99,false,Play PS5/ PS4 games remotely with any controller and mobile internet connection,4.6,4.615108
Tasker,net.dinglisch.android.taskerm,https://play.google.com/store/apps/details?id=net.dinglisch.android.taskerm,https://play-lh.googleusercontent.com/Z32CI1HB_7uGRIyKhKGd6rt9jLBzRxFasowSEzUt0kGJJeFUYeKChxti4x8USm4xAg,joaomgcd,8102570190170276456,R$18.99,R$,18.99,false,"Automate everything from settings to photos, SMS to speech. ADC2 prize winner.",4.5,4.5343156
"Panda Keymapper 64bit -  Gamepad,mouse,keyboard",com.panda.keymapper.bit64,https://play.google.com/store/apps/details?id=com.panda.keymapper.bit64,https://play-lh.googleusercontent.com/_JME3iaIYImjGLcTQqcxA7v4g32clLK-CGVn16WIZZzdI0BPhHJCBQ7Dgl-PFzvUmNw,Panda Gaming Studio,Panda+Gaming+Studio,R$3.99,R$,3.99,false,"Gaming with Gamepad, Mouse &amp; Keyboard!",2.3,2.2750928
Rastreio Correios PRO,br.com.lardev.android.rastreiocorreios.pro,https://play.google.com/store/apps/details?id=br.com.lardev.android.rastreiocorreios.pro,https://play-lh.googleusercontent.com/A7b4WtUl_3EonYFEYbzqPGFUFhbK7RjgSvmod1uubEW_gxgZX5TjCRwggZavC_LFqhk,LARDEV,LARDEV,R$4.99,R$,4.99,false,Postal Tracking PRO,3.0,2.995
“Comidinhas da Diana” por Fernanda Fontoura,br.com.wavimovi.comidinhasdadiana,https://play.google.com/store/apps/details?id=br.com.wavimovi.comidinhasdadiana,https://play-lh.googleusercontent.com/Odtx6p69gGihKryUgVD8rMty1uNSpM-Yatv2D8M7jcfS2t6gyBY5UaGqO_xbJZD_RiM,Wavimovi,Wavimovi,R$3.49,R$,3.49,false,A space where the final seasoning is always the mother of LOVE!,4.4,4.407767
Call Recorder License - ACR,com.nll.acr.license,https://play.google.com/store/apps/details?id=com.nll.acr.license,https://play-lh.googleusercontent.com/1-06-GJG2RkHbaNueszZW9BxIBcJ5COm4qfCBGc6bXdz_RkHH5_ocs4sKbiJbfq-HbE,NLL,8530342249973296088,R$4.99,R$,4.99,false,Access to premium features of ACR,2.8,2.7963517
Tools & Amazfit,cz.zdenekhorak.amazfittools,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,https://play-lh.googleusercontent.com/DGVIziaBvqecSPSihxySgcG4D_zJLdGae_oy6Frwzug1m423WDmghnKzWNjv6Gg_P58,Tools & Wearables Ltd.,Tools+%26+Wearables+Ltd.,R$17.99,R$,17.99,false,"Text notifications, button control, heart monitor &amp; more for your Amazfit.",3.4,3.3740458
IP Webcam Pro,com.pas.webcam.pro,https://play.google.com/store/apps/details?id=com.pas.webcam.pro,https://play-lh.googleusercontent.com/_-ZQoFK6UvufQvoSgaI_VaRj6RafkgRWNElf13oMo0AdDaW9YsRWFlgm8sDiAOfCrqg,Pavel Khlebovich,Pavel+Khlebovich,R$20.99,R$,20.99,false,Turn your phone into a wireless camera!,4.2,4.169082
Screen Mirroring Pro for Roku,de.twokit.screen.mirroring.app.roku.pro,https://play.google.com/store/apps/details?id=de.twokit.screen.mirroring.app.roku.pro,https://play-lh.googleusercontent.com/JH3_oJWZtdmxS7FoPTSX1VHpgG0t6HwugMRdoP9Wmc82OG9TUEKGgX_-ZXrzm5qeRQ,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Screen Mirroring for Roku Sticks, Roku TCL TV and Roku Hisense TV",2.7,2.6930692
Toca Life: Town,com.tocaboca.tocatown,https://play.google.com/store/apps/details?id=com.tocaboca.tocatown,https://play-lh.googleusercontent.com/rQ1DdLIC6bh_s20No8BnkcPWsVmSfs7GEfZcLQ1YxQHiqAsOly0fq9JrhtzSCST_7k4,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,"You rule in Toca Life: Town, a play world where anything and everyone is welcome",4.2,4.188326
Photo & Video & Audio Recovery Deleted - PRO,com.photoandvideo.recoveryfilepro,https://play.google.com/store/apps/details?id=com.photoandvideo.recoveryfilepro,https://play-lh.googleusercontent.com/Qspmm8cQESuZEEyeXAS2XZi8ZtQlDDQkCZsb1EZbe7P_39-Y0cEHcEGSxXehtegLhjM,Detective Studio,8111486798670125623,R$12.99,R$,12.99,false,"Application that Recover your pictures, videos or files after you delete them.",4.2,4.1776447
Stickers do Pica-pau em HD WAStickersApp,com.stickers.picapau,https://play.google.com/store/apps/details?id=com.stickers.picapau,https://play-lh.googleusercontent.com/pLQloMn-aik1yo-pJFH-_BoglPFGdEUrWiOWWYlyGwxpuyiEIizFZ2advbM9yuWVxb14,F.A. Stickers,F.A.+Stickers,R$1.39,R$,1.39,false,High Quality Woodpecker Stickers for WhatsApp,4.7,4.661972
Toca Mini,com.tocaboca.tocamini,https://play.google.com/store/apps/details?id=com.tocaboca.tocamini,https://play-lh.googleusercontent.com/yIkNAaWStRDffPIoY_nsNLXpEnSuGYiyFpfiThq7JrWRbLWwlweAbTuxzPkPJJ6-6fI,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,Let your imagination run wild in the colorful world of Toca Mini!,4.1,4.0625
ASR License,com.nll.asr.license,https://play.google.com/store/apps/details?id=com.nll.asr.license,https://play-lh.googleusercontent.com/9_ZjYF44wgEQewdChOEtS783Y-qQ-DQ_bxXC-AjGahtztV_hByNyWNMhR4RYO4uK0Lc,NLL,8530342249973296088,R$4.99,R$,4.99,false,This is license key for ASR to remove adverts and activate premium features.,4.3,4.3333335
Easy Voice Recorder Pro,com.digipom.easyvoicerecorder.pro,https://play.google.com/store/apps/details?id=com.digipom.easyvoicerecorder.pro,https://play-lh.googleusercontent.com/w_eG3rz4w3FZQog3zbtwoe5j8wOR_ERumHRoIv7IyUzg0tHx6vOn78-_UyFrF3RHo3k,Digipom,8524844809417490477,R$9.99,R$,9.99,false,Easy Voice Recorder Pro is your everyday companion to record important moments.,4.7,4.693317
Muscle Trigger Point Anatomy,com.real.bodywork.muscle.trigger.points,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,https://play-lh.googleusercontent.com/dX8bDLm4Aq0vF131uvjJO83EghJ9fIPIEfgLdcXwUXF7iZnpxkR53uy94H9FHocJRQ,Real Bodywork,Real+Bodywork,R$10.99,R$,10.99,false,Discover the source of pain with Muscle Trigger Point Anatomy.,4.6,4.603896
Daily Expenses License,mic.app.gastosdiarios_licencia,https://play.google.com/store/apps/details?id=mic.app.gastosdiarios_licencia,https://play-lh.googleusercontent.com/yy9hHIa4O7JOT5Ss93azB13xdOPOFJ0ikvidBz5Dv1hiq8FCDMsJqhP35w9g_ctibw,Michel Carvajal (encodemx),4725112966377296748,R$12.99,R$,12.99,false,This is the license of the application Daily Expenses 2 and 3,4.5,4.538647
Toca Life: Stable,com.tocaboca.tocastable,https://play.google.com/store/apps/details?id=com.tocaboca.tocastable,https://play-lh.googleusercontent.com/_qj6fCh-O8h1B15gPZlFkFId8fgab4Sn0J1PDbgx85Pwujt2dijbvJM1uR-iCLWujBk,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,Welcome to a world of horses and adventure!,4.5,4.492347
AnSo Anaesthesia Sonoanatomy,com.nekologic.anso,https://play.google.com/store/apps/details?id=com.nekologic.anso,https://play-lh.googleusercontent.com/abFVCTqJfOTUNTXZvX5VyA4wQJJfvtzIG3-xAElSz_TcwRB2zQayysFvD3yDKsDoros,Sumo Enterprises,Sumo+Enterprises,R$12.99,R$,12.99,false,AnSo provides the Answers to you Sonoanatomy questions.,4.8,4.768421
Video & TV Cast + Google Cast: Android TV Streamer,de.twokit.castbrowsernexusplayer.pro,https://play.google.com/store/apps/details?id=de.twokit.castbrowsernexusplayer.pro,https://play-lh.googleusercontent.com/NUDoInE4pOf_zhf3n1k20dzHF27Md6XoHLyjLS5Kll9SS3MZSupvKxVOyUaK_T7P_CJc,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Web browser to stream videos, online movies &amp; livestreams to Google Cast TVs",2.0,1.9705882
Hinário Adventista do 7º Dia,br.com.cpb.hymnal,https://play.google.com/store/apps/details?id=br.com.cpb.hymnal,https://play-lh.googleusercontent.com/rbK06Co8q7DQNb1AFiAFzhMSkeF-D6ZCzD4ls3U8zyRpRFETs34mB4syZiRvkJdQtw,Casa Publicadora Brasileira,Casa+Publicadora+Brasileira,R$6.49,R$,6.49,false,Adventist Hymnal of the 7th Day,4.0,3.98
Radarbot Pro: Speed Camera Detector & Speedometer,com.vialsoft.radarbot,https://play.google.com/store/apps/details?id=com.vialsoft.radarbot,https://play-lh.googleusercontent.com/rrLEXfmhcNATJDwFj-F7Ka1UWpDnUY_ciGjcT8OBK3o7LV-tF0Mx0gHS2Su-TozD5O4,Iteration Mobile & Vialsoft Apps,6250558401774233464,R$31.99,R$,31.99,false,Speed Camera Detector. 100% Legal and Reliable. Never pay another fine!,4.3,4.330986
PlayerPro Music Player,com.tbig.playerpro,https://play.google.com/store/apps/details?id=com.tbig.playerpro,https://play-lh.googleusercontent.com/2ZXBt_x7mcElqFY2Z3Hefy8QXQdFXrkEOhAbawAxY_piaVy7VyuavOjnFe6CEJ--U7c,BlastOn SA,6525856186127864437,R$6.99,R$,6.99,false,The ultimate music player for Android.,4.1,4.1035767
Premium Adfree,com.glennio.premium,https://play.google.com/store/apps/details?id=com.glennio.premium,https://play-lh.googleusercontent.com/e_2O2xY5cyUrdYeh-wS84_wyXNUZJO7_1zJR-vQEsHbFuRD-4wqKz-nJpR6mu38j8y8,Flatlad Studios,Flatlad+Studios,R$6.49,R$,6.49,false,Premium Plugin to remove VIDEO DOWNLOADER APP ads **NOT ADS SHOWN BY WEBSITES**,3.7,3.7362638
Assistant for Stardew Valley,com.ithersta.stardewvalleyplanner,https://play.google.com/store/apps/details?id=com.ithersta.stardewvalleyplanner,https://play-lh.googleusercontent.com/wH75oM-BIH6cT9ojzXoylzol4kaLUNua6sCZ9JgAbpMzY7qY8n0ViBPHF8eWDy1eUQ,itreeka,itreeka,R$4.99,R$,4.99,false,Planner for Stardew Valley which helps to keep track of tasks and events,4.7,4.731235
PMED - Preço de Procedimento Médico TUSS CBHPM AMB,oaz.soft,https://play.google.com/store/apps/details?id=oaz.soft,https://play-lh.googleusercontent.com/nel81C56j9oMi9g9MtyHfrf7qODCleXLaVkQLX3QNbZEB7UQptILi_UnN3iSYMJjDM-b,OAZEZ Software & Tecnologia,OAZEZ+Software+%26+Tecnologia,R$15.99,R$,15.99,false,Calculates the price of medical procedures and comes across TUSS x other tables,3.8,3.84
Cinema FV-5,com.flavionet.android.cinema.pro,https://play.google.com/store/apps/details?id=com.flavionet.android.cinema.pro,https://play-lh.googleusercontent.com/npAD49f9nhXCCd_PrBFaXYOMOD1jEIjZsvmOQ58_qfgIM4iZ4n7_-XE_Sk6xzFt4qzE,FGAE Apps,FGAE+Apps,R$6.00,R$,6,false,Professional video recording application with manual controls for filmmakers!,3.1,3.0969899
Financial Calculator Premium,br.com.shorane.supercalc,https://play.google.com/store/apps/details?id=br.com.shorane.supercalc,https://play-lh.googleusercontent.com/htzOkvzjH2Sc72feWm1J_Pl0tv5Q8-RJMrZD1JkIBsWmUfFEXEibFA63FOHYCvreNhk,Ara-Soft,8237430299917465563,R$11.50,R$,11.5,false,Financial calculator emulator.,3.7,3.74
Tello FPV - Control the Ryze Tello drone FPV + RTH,com.volatello.tellofpv,https://play.google.com/store/apps/details?id=com.volatello.tellofpv,https://play-lh.googleusercontent.com/oqSR5or-fKE-kxxnyp6Rs67yjtBogDwfubHV1o-LYL5tIdh6AVWGgxOuhhhAY_Vf2A,Volate!lo,5552407244136644970,R$22.99,R$,22.99,false,Fly the Ryze Tello drone with any gamepad! FPV + VR + RTH,4.2,4.1714287
Package Disabler Pro ( Owner APP) All Android,com.pdp.deviceowner,https://play.google.com/store/apps/details?id=com.pdp.deviceowner,https://play-lh.googleusercontent.com/6OVwcPRRD-905AjztsJumMSAmk2whZDrHL_6HwZ1FsMCp4DJjuYIqEEXXCmmhFaLOEOl,policedeveloper,policedeveloper,R$5.99,R$,5.99,false,This version of Package disabler will work on all Android without rooting.,2.0,2.03
Support Development,com.kdev.ymusic.support,https://play.google.com/store/apps/details?id=com.kdev.ymusic.support,https://play-lh.googleusercontent.com/mET7olwLZ_g2NhVK7Ypz2WzGXvwQygU1BgDBHZvGEkaaH2m4meYBJGS2q1VYxH8afcM,KDEV,KDEV,R$8.00,R$,8,false,Plugin to remove ads from Music app.,4.4,4.42
Video & TV Cast + Roku Remote & Movie Stream App,de.twokit.video.tv.cast.browser.roku.pro,https://play.google.com/store/apps/details?id=de.twokit.video.tv.cast.browser.roku.pro,https://play-lh.googleusercontent.com/U12_NQYq8yxFO88Bqk00Q_DOyObLzm3mp-I7T7lgPqi68dY6gpIBN7ohjcoWyj6vtlo,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Browser + Remote for Roku to stream webvideos, online movies and livestreams",3.1,3.0582523
Greenify (Donation Package),com.oasisfeng.greenify.pro,https://play.google.com/store/apps/details?id=com.oasisfeng.greenify.pro,https://play-lh.googleusercontent.com/zRFCFhi340bCBcmCLMzonXr44PKW8Z1PkFZzfmN8-5oGU2BtPtWFYLjpy9J6_MHAauwA,Oasis Feng,7664242523989527886,R$2.99,R$,2.99,false,Support the developer and activate powerful experimental features in Greenify.,3.8,3.8433683
Electrodoc Pro,it.android.demi.elettronica.pro,https://play.google.com/store/apps/details?id=it.android.demi.elettronica.pro,https://play-lh.googleusercontent.com/1Jrj7UfKJaQmQqalug7RlrcllpNuRNODfXrnct205SnWgrkJd03xWsR7aWcsrvQbPg,IODEMA Srl,4971215016306014222,R$19.99,R$,19.99,false,Powerful collection of electronics tools and reference.A must for any enthusiast,4.8,4.826218
eBatuque,br.com.ebatuque.full,https://play.google.com/store/apps/details?id=br.com.ebatuque.full,https://play-lh.googleusercontent.com/0Pp4Wy2VDkXqOvecjvXS1xB1BKmzMGYTgIt5SAGqQeA_Trs6sKDESAJV1rlWQaNvKA,eBatuque,eBatuque,R$54.99,R$,54.99,false,An app for you to study music with real percussion LOOPs.,4.3,4.292308
eDrawings,com.solidworks.eDrawingsAndroid,https://play.google.com/store/apps/details?id=com.solidworks.eDrawingsAndroid,https://play-lh.googleusercontent.com/gtOxgHWlL_N77ulLEEAlwNM2yTN1CkB_BAEql9XzXEnqihaZaOUzI8wwQHAlSaIlniU,SolidWorks,SolidWorks,R$4.97,R$,4.97,false,Experience and share your SolidWorks designs on your Android® phone and tablet.,3.3,3.2843602
CDisplayEx Comic Reader,com.progdigy.cdisplay,https://play.google.com/store/apps/details?id=com.progdigy.cdisplay,https://play-lh.googleusercontent.com/hzAMi37N6WS4Oo9kQh0P0EojmQKFgir3XC6xti1Enu7GlMLchBlx6Mw5yCcvTa1azA,Progdigy Software,Progdigy+Software,R$17.99,R$,17.99,false,The most popular comic book reader.,4.8,4.75641
Stick Nodes Pro - Stickfigure Animator,org.fortheloss.sticknodespro,https://play.google.com/store/apps/details?id=org.fortheloss.sticknodespro,https://play-lh.googleusercontent.com/URZOrrgEKZ4SViIe7BNhYfkdJwYbiPw2HfPlg3z3HK6r1vtyoJ3mQHRl303yt7LiWxU,ForTheLoss Games,ForTheLoss+Games,R$9.99,R$,9.99,false,A powerful stickfigure animation app created with mobile devices in mind!,4.6,4.6183205
Bíblia Narrada (Cid Moreira),com.bibliasemportugues,https://play.google.com/store/apps/details?id=com.bibliasemportugues,https://play-lh.googleusercontent.com/2x2YBr6jYR26YfDIbUuPzpIf6d_yIOEGIrlke36Y1sQTMJ4oZdBYoxAK3rnR2Co05HsM,Série Manancial,8506581125042224768,R$13.99,R$,13.99,false,The Holy Bible NTLH version complete in text and audio narrated by Cid Moreira,4.5,4.46
Camera FV-5,com.flavionet.android.camera.pro,https://play.google.com/store/apps/details?id=com.flavionet.android.camera.pro,https://play-lh.googleusercontent.com/loGdokq6aLA7pIEBFi0KTPLa2ykpWawUenVxm-0amDcrNHjK0qMPc1Hg6Pg4fKDKdg,FGAE Apps,FGAE+Apps,R$9.25,R$,9.25,false,Professional camera app that brings DSLR manual photography controls to Android.,3.0,2.9956307
MScopesPro for USB Camera / Webcam,com.zyepro.mscopespro,https://play.google.com/store/apps/details?id=com.zyepro.mscopespro,https://play-lh.googleusercontent.com/r_6kFW-Zg3rgjNytOGGtqm5VV6j_jPYh0KtbCY6m0brqDJJoyrzXCPYAv1azoCzXRofK,Zyepro,Zyepro,R$18.99,R$,18.99,false,"Capture images &amp; record videos for USB Camera, Webcam, Microscopes, Endoscopes",3.5,3.51
Continuous Pads (Worship Pads),io.makeroid.eddie_rar.SamplePads,https://play.google.com/store/apps/details?id=io.makeroid.eddie_rar.SamplePads,https://play-lh.googleusercontent.com/Ipbk36LzhWhfIMfUbwgnH1pZOqPWhqGBJr1Coy-jdH0CwJvUGw1bZqKh1bW3_s0H4M4,Smart Edições,5819053076628701501,R$9.99,R$,9.99,false,An visual player to manage your continuous pads and play them live,4.3,4.257426
TV Cast Pro for Samsung TV | HD Streaming,de.twokit.video.tv.cast.browser.samsung.pro,https://play.google.com/store/apps/details?id=de.twokit.video.tv.cast.browser.samsung.pro,https://play-lh.googleusercontent.com/e8eUKS18uTtspN8_Ljxu302HFmttew7aTBPHFSMOVz7UlzAeQkqv_EJoot4u7Mz2Mnk,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Browser for Samsung TV to stream webvideos, online movies and livestreams in HD",3.2,3.17
Librera PRO - eBook and PDF Reader (no Ads!),com.foobnix.pro.pdf.reader,https://play.google.com/store/apps/details?id=com.foobnix.pro.pdf.reader,https://play-lh.googleusercontent.com/c6PnrqJGYDlqFCyE77QVlTPPPVVALU3W-tSSCQATeXDrAU1pbaOR5tWFemeXvntQapF4,Librera,8498546092863948251,R$13.99,R$,13.99,false,"A highly sophisticated app for all of your mobile reading—any format, any time",4.5,4.5162163
NFC Tools - Pro Edition,com.wakdev.nfctools.pro,https://play.google.com/store/apps/details?id=com.wakdev.nfctools.pro,https://play-lh.googleusercontent.com/I9rEvn6tBL3ordlauqKTYihV5plSetn1t_JY6rmAI80WlSRq9MThjrcFDVEvCgepHsc,wakdev,6943435756825055171,R$9.99,R$,9.99,false,NFC Tools can read and write NFC tags.,4.4,4.4021053
MyScript Calculator 2,com.myscript.calculator,https://play.google.com/store/apps/details?id=com.myscript.calculator,https://play-lh.googleusercontent.com/KhPd7ajnwTQGaCudjU-L1oIzuFNK1BqYRIan0W4aWnr6pq2Kao7dy9edZqGinR-bZ0A,MyScript,6917812355675763032,R$3.80,R$,3.8,false,MyScript© Calculator 2 makes daily math fun and easy!,4.6,4.6346602
"Biticker Pro - Bitcoin Price, Ripple, Ethereum",com.renatopeterman.biticker,https://play.google.com/store/apps/details?id=com.renatopeterman.biticker,https://play-lh.googleusercontent.com/YfdWPz4V0lILIf2JCv8EARE3nStMZJWN-a4hGJxwHq3varJ1jFU5MxsiMCJGWew9iQ,Renato Peterman,Renato+Peterman,R$4.99,R$,4.99,false,"Bitcoin (btc), Litecoin (ltc) Ethereum (eth) real time Ticker (Price) and Charts",4.6,4.627451
Guitar Pro,com.arobasmusic.guitarpro,https://play.google.com/store/apps/details?id=com.arobasmusic.guitarpro,https://play-lh.googleusercontent.com/9K5Y4LxnvY2mBrjhzN_rQFW0iXMqTN0gXA1xDytUkCZR6JEsy7OT-9X1d51CGzglYVQ,Arobas Music,Arobas+Music,R$17.99,R$,17.99,false,"View, play and write sheet music &amp; tablature",4.0,4.042629
SkyView® Explore the Universe,com.t11.skyview,https://play.google.com/store/apps/details?id=com.t11.skyview,https://play-lh.googleusercontent.com/FbT_XWX5IYXQUt2fWug_vEyOdAWORIBe5ipHETfEvL6QVklVRU0NEFUgMeUN6mM73QY,Terminal Eleven,Terminal+Eleven,R$5.07,R$,5.07,false,"SkyView®, an augmented reality space app, brings stargazing to everyone!",4.4,4.355294
PhET Simulations,edu.colorado.phet.androidApp,https://play.google.com/store/apps/details?id=edu.colorado.phet.androidApp,https://play-lh.googleusercontent.com/IVDSkc2GMqcvtvSkD2hGBKcnUNrF7Nw_OfHWNzooaNubgnTbqzh_g4Hn0qv-O-KB8z2g,University of Colorado Boulder,University+of+Colorado+Boulder,R$3.29,R$,3.29,false,Engage in learning science and math with the award-winning PhET simulations!,4.5,4.5454545
Crayon Icon Pack,com.jndapp.cartoon.crayon.iconpack,https://play.google.com/store/apps/details?id=com.jndapp.cartoon.crayon.iconpack,https://play-lh.googleusercontent.com/MmLHNN4_lwIN7kMG7XWnOxSYbEju-FBMEn8oDj4Xt8t9EnnH6S6GQeMHJDWpGfeDOSpM,JustNewDesigns,6871333323804023406,R$4.69,R$,4.69,false,Linear icons filled with Pastel colors,4.6,4.632184
ProCam X ( HD Camera Pro ),com.intermedia.hd.camera.pro,https://play.google.com/store/apps/details?id=com.intermedia.hd.camera.pro,https://play-lh.googleusercontent.com/k-5yIeHqkUMRro6EIIC0fwmGXFMP-1QJoBqOMhee_NxFn9VRA51UvD3h3LSeDxtxU7A,Imagi Mobile,5910680070765708570,R$14.99,R$,14.99,false,Professional photography on your mobile phone,4.2,4.195741
Litchi for DJI Mavic / Phantom / Inspire / Spark,com.aryuthere.visionplus,https://play.google.com/store/apps/details?id=com.aryuthere.visionplus,https://play-lh.googleusercontent.com/l-FO0nhBM937FdesX3LTl5pdoW7s8qvcJNloFR8hv_QjHqXD3KdpeW2ZhmfSST6DslQ,VC Technology Ltd,VC+Technology+Ltd,R$134.99,R$,134.99,false,Unlock the full potential of your DJI drone with Litchi,3.3,3.2764351
Star Walk 2 - Night Sky View and Stargazing Guide,com.vitotechnology.StarWalk2,https://play.google.com/store/apps/details?id=com.vitotechnology.StarWalk2,https://play-lh.googleusercontent.com/tHhp99TaGpTXRopCjuT_LMbsKty2v1bmoPjGa8u40xeExeSDts8Eriqg0_gvvjtzYOw,Vito Technology,8260185806738829255,R$10.90,R$,10.9,false,Astronomy app. Map of the stars and constellations. Solar system planets finder.,4.7,4.6963844
Augustro Music Player (67% OFF),com.augustro.musicplayer.audio,https://play.google.com/store/apps/details?id=com.augustro.musicplayer.audio,https://play-lh.googleusercontent.com/e6VeImbfEnabG0ybBvaawYFxUGzbF2EZN5Cz97OFOmJi-S0Y4FaQEn_OatxZ_ZG0HZ4,Augustro,6070161350609535667,R$0.99,R$,0.99,false,"Stylish music player with HD Sound clarity, Equalizer, Floating Widget and more.",4.2,4.1706424
Earth 3D - World Atlas,com.a3planesoft.earth101,https://play.google.com/store/apps/details?id=com.a3planesoft.earth101,https://play-lh.googleusercontent.com/5NAH8Kr29k4paOocbtF3dQqYbUJ6IcJq6oN_-jixRp9UKo5t6AJ1ItgsuPKEgJ8uh14,3Planesoft,4820963801024833785,R$2.19,R$,2.19,false,Smart Globe,4.1,4.06
Toca Hair Salon 3,com.tocaboca.tocahairsalon3,https://play.google.com/store/apps/details?id=com.tocaboca.tocahairsalon3,https://play-lh.googleusercontent.com/cmDkLf9mJpAs7u8NZ3JiR6ZeAAUV2pJJBWpgx64G1JPvzXI3dEcXg2X8C3GT59vZAA,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,"Our most popular app series returns, better than ever!",4.2,4.2227488
VivaVideo PRO Video Editor HD,com.quvideo.xiaoying.pro,https://play.google.com/store/apps/details?id=com.quvideo.xiaoying.pro,https://play-lh.googleusercontent.com/a7YWTWAusQauGqYqbjKGrIeMSc3lFfeGl0xrXkEVYiXJ77jzzy_Dn9RP8wpLrfomvis,QuVideo Inc. Best Video Editor & Video Maker App,8999952960853938956,R$9.99,R$,9.99,false,VivaVideo PRO is the best professional video editor &amp; photo slideshow maker app!,3.9,3.908477
TXD Tool,com.viseksoftware.txdw,https://play.google.com/store/apps/details?id=com.viseksoftware.txdw,https://play-lh.googleusercontent.com/h-i4RhkhqQ1AouVMQafQ9E2XoDSDIqhc-h_y6ygte8hsbhgFQuAcpoaW9YXvBm-tL3rj,VIS Apps,VIS+Apps,R$6.99,R$,6.99,false,Mobile texture editor for VC and SA,4.5,4.470588
HiPER Calc Pro,cz.hipercalc.pro,https://play.google.com/store/apps/details?id=cz.hipercalc.pro,https://play-lh.googleusercontent.com/7cmzEthbhlXf5lpbItg4eFguy0D6MGm6_yJXbZNlFHaIQWika5bMJLUdisMKgePfJw,HiPER Development Studio,HiPER+Development+Studio,R$6.49,R$,6.49,false,"Excellent scientific calculator with symbolic algebra, integrals, derivatives",4.8,4.8440485
"Navigator for Mi Band 5/4/3, Bip and Cor",com.re.mibandmaps,https://play.google.com/store/apps/details?id=com.re.mibandmaps,https://play-lh.googleusercontent.com/mKTJqziVV7eWwwvuFOnNH_lei0H84SS4c8ORjMqUwdtsUPe0bVjEp1VmPecfe-6FeEc,Francesco Re,6284374824436038177,R$4.89,R$,4.89,false,"Receive Google Maps directions to your Mi Band 5/4/3, Bip or Cor",4.2,4.2083335
Save Editor for Stardew Valley,com.stardewsaveeditor,https://play.google.com/store/apps/details?id=com.stardewsaveeditor,https://play-lh.googleusercontent.com/GPrz62Sbh45fGnIWzbiAaOBr0-hAsTRz7Kswv8CS8It4njYAARyioeeL1n9jYUgXiO0,Chad Smith,Chad+Smith,R$10.99,R$,10.99,false,Save Editor for Stardew Valley / Mods for Stardew Valley,4.5,4.48
