title,appId,url,icon,developer,developerId,priceText,currency,price,free,summary,scoreText,score
Rastreio Correios PRO,br.com.lardev.android.rastreiocorreios.pro,https://play.google.com/store/apps/details?id=br.com.lardev.android.rastreiocorreios.pro,https://play-lh.googleusercontent.com/A7b4WtUl_3EonYFEYbzqPGFUFhbK7RjgSvmod1uubEW_gxgZX5TjCRwggZavC_LFqhk,LARDEV,LARDEV,R$4.99,R$,4.99,false,Postal Tracking PRO,3.0,3.0100503
GPS Connected Pro,org.bruxo.gpsconnectedpro,https://play.google.com/store/apps/details?id=org.bruxo.gpsconnectedpro,https://play-lh.googleusercontent.com/AecPK3cp4DEBc-660O0lIbp-v71vjeThDqFaVwdLy3hVatMNUaWLT3PjjGWV5RNT_c4,Diogo Ferreira Dev,Diogo+Ferreira+Dev,R$5.99,R$,5.99,false,"Always locked, never lost!",4.5,4.53
SketchCut PRO - Fast Cutting,com.fortali.sketchcutpro,https://play.google.com/store/apps/details?id=com.fortali.sketchcutpro,https://play-lh.googleusercontent.com/UwKeZllpXJjta8wSoveOLbPVwYBsbyyRFtCxMbpuZssa9404dKQs55Nh9_WrE7O8YcnC,TaLi Software,TaLi+Software,R$29.90,R$,29.9,false,The App for calculating nesting drawings for sheet materials. Full version.,4.0,4.015625
Audio Evolution Mobile Studio,com.extreamsd.aemobile,https://play.google.com/store/apps/details?id=com.extreamsd.aemobile,https://play-lh.googleusercontent.com/Y1P1K5oZ9F8mRu8G3r05eS9FtZN9scagUY9BnGQ3uDMDqDJ8u88dJ44dPc7Z3_dT2A,eXtream Software Development,eXtream+Software+Development,R$39.99,R$,39.99,false,The leading multitrack audio and MIDI recording studio with USB audio/MIDI!,4.1,4.0605226
Pomodoro Timer Pro,com.tatkovlab.pomodoro,https://play.google.com/store/apps/details?id=com.tatkovlab.pomodoro,https://play-lh.googleusercontent.com/eaKKhSXDW7JHsMhJnW4UOxl6V_AifpnPTgHjtW6LmJGC5edHW4jPfJBuujzknTCoQA,Tatkov Lab,Tatkov+Lab,R$5.99,R$,5.99,false,Is your productivity low and time your enemy? It's time to change that!,4.6,4.644699
Elegant Teleprompter Pro,com.ayman.elegantteleprompter.paid,https://play.google.com/store/apps/details?id=com.ayman.elegantteleprompter.paid,https://play-lh.googleusercontent.com/COVkbdabZkorMXo5-WTyJxPL8SlE0wFLGIjPyC0sD_LDm7D9U5J8JACPWaoRP6e8ag,Ayman Elakwah,Ayman+Elakwah,R$11.99,R$,11.99,false,Elegant Teleprompter helps you speak fluently in front of cameras.,4.7,4.6862745
Sleep as Android Unlock 💤 Sleep cycle smart alarm,com.urbandroid.sleep.full.key,https://play.google.com/store/apps/details?id=com.urbandroid.sleep.full.key,https://play-lh.googleusercontent.com/3W_8fBXMgxbbpSZ5zegghyGLjFWE7AxeEE6GyKkhP8lt2U13afGtZua7Ne-qrdPvJUQ,Urbandroid (Petr Nálevka),9219179332656617922,R$13.99,R$,13.99,false,Track your sleep and wake up gently with nature sounds in optimal sleep phase,4.7,4.6687646
µTorrent® Pro - Torrent App,com.utorrent.client.pro,https://play.google.com/store/apps/details?id=com.utorrent.client.pro,https://play-lh.googleusercontent.com/qb7DtNhXGREfw8VGPCMkmO3Y2EzZMy8j6VfuMtwkKbBcVAdGxcA12u5-4j2sEDUSfFY,"BitTorrent, Inc.","BitTorrent,+Inc.",R$15.99,R$,15.99,false,#1 Torrent App on Android ** No Ads Ever + Battery Saver **,4.4,4.4409027
Cinema FV-5,com.flavionet.android.cinema.pro,https://play.google.com/store/apps/details?id=com.flavionet.android.cinema.pro,https://play-lh.googleusercontent.com/npAD49f9nhXCCd_PrBFaXYOMOD1jEIjZsvmOQ58_qfgIM4iZ4n7_-XE_Sk6xzFt4qzE,FGAE Apps,FGAE+Apps,R$6.00,R$,6,false,Professional video recording application with manual controls for filmmakers!,3.1,3.0991597
Toca Mini,com.tocaboca.tocamini,https://play.google.com/store/apps/details?id=com.tocaboca.tocamini,https://play-lh.googleusercontent.com/yIkNAaWStRDffPIoY_nsNLXpEnSuGYiyFpfiThq7JrWRbLWwlweAbTuxzPkPJJ6-6fI,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,Let your imagination run wild in the colorful world of Toca Mini!,4.1,4.0669456
Toca Kitchen Sushi Restaurant,com.tocaboca.tocakitchensushi,https://play.google.com/store/apps/details?id=com.tocaboca.tocakitchensushi,https://play-lh.googleusercontent.com/pTlw8oxWvrum5tySfHlTosBG_KODvrUKoEEXY-P95FThWfR25R-bbuZThXsk5wdARTY,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,Let’s get cooking!,4.2,4.25
Tasker,net.dinglisch.android.taskerm,https://play.google.com/store/apps/details?id=net.dinglisch.android.taskerm,https://play-lh.googleusercontent.com/Z32CI1HB_7uGRIyKhKGd6rt9jLBzRxFasowSEzUt0kGJJeFUYeKChxti4x8USm4xAg,joaomgcd,8102570190170276456,R$18.99,R$,18.99,false,"Automate everything from settings to photos, SMS to speech. ADC2 prize winner.",4.5,4.5357933
Network Cell Info - Mobile & WiFi Signal,com.wilysis.cellinfo,https://play.google.com/store/apps/details?id=com.wilysis.cellinfo,https://play-lh.googleusercontent.com/1WHQB8uXaKc--5ZSASYJ8xdh8V5ywFmhMPhAVmjqrMcDEaIHRpJ7dOHgohVzq-7c1_w,"M2Catalyst, LLC.","M2Catalyst,+LLC.",R$7.49,R$,7.49,false,"The network cell signal monitoring tool for LTE, UMTS, GSM, CDMA.",4.5,4.522973
ASR License,com.nll.asr.license,https://play.google.com/store/apps/details?id=com.nll.asr.license,https://play-lh.googleusercontent.com/9_ZjYF44wgEQewdChOEtS783Y-qQ-DQ_bxXC-AjGahtztV_hByNyWNMhR4RYO4uK0Lc,NLL,8530342249973296088,R$4.99,R$,4.99,false,This is license key for ASR to remove adverts and activate premium features.,4.3,4.2786884
Package Disabler Pro ( Owner APP) All Android,com.pdp.deviceowner,https://play.google.com/store/apps/details?id=com.pdp.deviceowner,https://play-lh.googleusercontent.com/6OVwcPRRD-905AjztsJumMSAmk2whZDrHL_6HwZ1FsMCp4DJjuYIqEEXXCmmhFaLOEOl,policedeveloper,policedeveloper,R$5.99,R$,5.99,false,This version of Package disabler will work on all Android without rooting.,2.1,2.07
Panda Game Booster & GFX Tool for Battleground,com.panda.gamebooster,https://play.google.com/store/apps/details?id=com.panda.gamebooster,https://play-lh.googleusercontent.com/rKLXnTfk9buTrvS8oEiPqK4c5i3UDrPtooddwxlbxOMQMPDhTYp4Dm27vIoMVTelbNE4,Panda Gaming Studio,Panda+Gaming+Studio,R$3.79,R$,3.79,false,"Unleashing RAM, CPU, optimize GPU GFX tool for Battleground and other games",4.5,4.5029087
eBatuque,br.com.ebatuque.full,https://play.google.com/store/apps/details?id=br.com.ebatuque.full,https://play-lh.googleusercontent.com/0Pp4Wy2VDkXqOvecjvXS1xB1BKmzMGYTgIt5SAGqQeA_Trs6sKDESAJV1rlWQaNvKA,eBatuque,eBatuque,R$54.99,R$,54.99,false,An app for you to study music with real percussion LOOPs.,4.3,4.3030305
Tools & Amazfit,cz.zdenekhorak.amazfittools,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,https://play-lh.googleusercontent.com/DGVIziaBvqecSPSihxySgcG4D_zJLdGae_oy6Frwzug1m423WDmghnKzWNjv6Gg_P58,Tools & Wearables Ltd.,Tools+%26+Wearables+Ltd.,R$17.99,R$,17.99,false,"Text notifications, button control, heart monitor &amp; more for your Amazfit.",3.3,3.3452685
Daily Expenses License,mic.app.gastosdiarios_licencia,https://play.google.com/store/apps/details?id=mic.app.gastosdiarios_licencia,https://play-lh.googleusercontent.com/yy9hHIa4O7JOT5Ss93azB13xdOPOFJ0ikvidBz5Dv1hiq8FCDMsJqhP35w9g_ctibw,Michel Carvajal (encodemx),4725112966377296748,R$12.99,R$,12.99,false,This is the license of the application Daily Expenses 2 and 3,4.5,4.521739
"Navigator for Mi Band 5/4/3, Bip and Cor",com.re.mibandmaps,https://play.google.com/store/apps/details?id=com.re.mibandmaps,https://play-lh.googleusercontent.com/mKTJqziVV7eWwwvuFOnNH_lei0H84SS4c8ORjMqUwdtsUPe0bVjEp1VmPecfe-6FeEc,Francesco Re,6284374824436038177,R$4.89,R$,4.89,false,"Receive Google Maps directions to your Mi Band 5/4/3, Bip or Cor",4.2,4.2253885
Intellimen,org.universal.intellimen,https://play.google.com/store/apps/details?id=org.universal.intellimen,https://play-lh.googleusercontent.com/p7yQbcjva24HVbay6w1bV79uQBTRyRHqYmu7iq6ECXwKulImMg1o_ESe36NNt96_Wg,Unipro Editora,Unipro+Editora,R$2.99,R$,2.99,false,"Let's walk together, learn from each other. But wait CHALLENGES.",4.1,4.11
Duet Display,com.kairos.duet,https://play.google.com/store/apps/details?id=com.kairos.duet,https://play-lh.googleusercontent.com/85nFUi50EaX5re_f1qa_JoMdd9LgtdrC3KB80pr9VXqyo3jAfZcyq19SczEmTPZoWXI,"Duet, Inc.",6272126739706369897,R$40.99,R$,40.99,false,Use your Android device as a lightning fast second display for Mac &amp; PC,3.8,3.823077
Crayon Icon Pack,com.jndapp.cartoon.crayon.iconpack,https://play.google.com/store/apps/details?id=com.jndapp.cartoon.crayon.iconpack,https://play-lh.googleusercontent.com/MmLHNN4_lwIN7kMG7XWnOxSYbEju-FBMEn8oDj4Xt8t9EnnH6S6GQeMHJDWpGfeDOSpM,JustNewDesigns,6871333323804023406,R$4.69,R$,4.69,false,Linear icons filled with Pastel colors,4.7,4.65019
Camera FV-5,com.flavionet.android.camera.pro,https://play.google.com/store/apps/details?id=com.flavionet.android.camera.pro,https://play-lh.googleusercontent.com/loGdokq6aLA7pIEBFi0KTPLa2ykpWawUenVxm-0amDcrNHjK0qMPc1Hg6Pg4fKDKdg,FGAE Apps,FGAE+Apps,R$9.25,R$,9.25,false,Professional camera app that brings DSLR manual photography controls to Android.,3.0,2.9956307
MyScript Calculator 2,com.myscript.calculator,https://play.google.com/store/apps/details?id=com.myscript.calculator,https://play-lh.googleusercontent.com/KhPd7ajnwTQGaCudjU-L1oIzuFNK1BqYRIan0W4aWnr6pq2Kao7dy9edZqGinR-bZ0A,MyScript,6917812355675763032,R$3.80,R$,3.8,false,MyScript© Calculator 2 makes daily math fun and easy!,4.6,4.6232557
HiPER Calc Pro,cz.hipercalc.pro,https://play.google.com/store/apps/details?id=cz.hipercalc.pro,https://play-lh.googleusercontent.com/7cmzEthbhlXf5lpbItg4eFguy0D6MGm6_yJXbZNlFHaIQWika5bMJLUdisMKgePfJw,HiPER Development Studio,HiPER+Development+Studio,R$6.49,R$,6.49,false,"Excellent scientific calculator with symbolic algebra, integrals, derivatives",4.8,4.8431544
Continuous Pads (Worship Pads),io.makeroid.eddie_rar.SamplePads,https://play.google.com/store/apps/details?id=io.makeroid.eddie_rar.SamplePads,https://play-lh.googleusercontent.com/Ipbk36LzhWhfIMfUbwgnH1pZOqPWhqGBJr1Coy-jdH0CwJvUGw1bZqKh1bW3_s0H4M4,Smart Edições,5819053076628701501,R$9.99,R$,9.99,false,An visual player to manage your continuous pads and play them live,4.2,4.24
Periodic Table 2021 PRO - Chemistry,august.mendeleev.pro,https://play.google.com/store/apps/details?id=august.mendeleev.pro,https://play-lh.googleusercontent.com/Tx6eYvUdw5hV8K2MIp2mOefBW5_4lP7FtE0RjdijhNBbNpAGWyLE6DcPuj6Gs0fx66E,www.chernykh.tech,7304956857020678290,R$9.99,R$,9.99,false,Small fee of $ 1.99 - gives access to a huge chemical database,4.9,4.889692
Foundations - Ciclo 3 – Classical Conversations,com.cc.C3.ClassicalConversations,https://play.google.com/store/apps/details?id=com.cc.C3.ClassicalConversations,https://play-lh.googleusercontent.com/kiqxpYgATKrcv0KpEM-PmBiJ4TU1Q8_xig6OWvKtWVnsCRg9XhXnKRaYtPucXVLgMT8,EDI Brasil Ltda,EDI+Brasil+Ltda,R$59.99,R$,59.99,false,Listen to the history of Brazil that was put to music for the purpose of memorization.,5.0,5
Muscle Trigger Point Anatomy,com.real.bodywork.muscle.trigger.points,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,https://play-lh.googleusercontent.com/dX8bDLm4Aq0vF131uvjJO83EghJ9fIPIEfgLdcXwUXF7iZnpxkR53uy94H9FHocJRQ,Real Bodywork,Real+Bodywork,R$10.99,R$,10.99,false,Discover the source of pain with Muscle Trigger Point Anatomy.,4.6,4.6
Toca Hair Salon 3,com.tocaboca.tocahairsalon3,https://play.google.com/store/apps/details?id=com.tocaboca.tocahairsalon3,https://play-lh.googleusercontent.com/cmDkLf9mJpAs7u8NZ3JiR6ZeAAUV2pJJBWpgx64G1JPvzXI3dEcXg2X8C3GT59vZAA,Toca Boca,8567646723268777320,R$12.90,R$,12.9,false,"Our most popular app series returns, better than ever!",4.2,4.221519
VivaVideo PRO Video Editor HD,com.quvideo.xiaoying.pro,https://play.google.com/store/apps/details?id=com.quvideo.xiaoying.pro,https://play-lh.googleusercontent.com/a7YWTWAusQauGqYqbjKGrIeMSc3lFfeGl0xrXkEVYiXJ77jzzy_Dn9RP8wpLrfomvis,QuVideo Inc. Best Video Editor & Video Maker App,8999952960853938956,R$9.99,R$,9.99,false,VivaVideo PRO is the best professional video editor &amp; photo slideshow maker app!,3.9,3.9076056
Tello FPV - Control the Ryze Tello drone FPV + RTH,com.volatello.tellofpv,https://play.google.com/store/apps/details?id=com.volatello.tellofpv,https://play-lh.googleusercontent.com/oqSR5or-fKE-kxxnyp6Rs67yjtBogDwfubHV1o-LYL5tIdh6AVWGgxOuhhhAY_Vf2A,Volate!lo,5552407244136644970,R$22.99,R$,22.99,false,Fly the Ryze Tello drone with any gamepad! FPV + VR + RTH,4.1,4.1468925
eDrawings,com.solidworks.eDrawingsAndroid,https://play.google.com/store/apps/details?id=com.solidworks.eDrawingsAndroid,https://play-lh.googleusercontent.com/gtOxgHWlL_N77ulLEEAlwNM2yTN1CkB_BAEql9XzXEnqihaZaOUzI8wwQHAlSaIlniU,SolidWorks,SolidWorks,R$4.97,R$,4.97,false,Experience and share your SolidWorks designs on your Android® phone and tablet.,3.3,3.2676055
Radarbot Pro: Speed Camera Detector & Speedometer,com.vialsoft.radarbot,https://play.google.com/store/apps/details?id=com.vialsoft.radarbot,https://play-lh.googleusercontent.com/rrLEXfmhcNATJDwFj-F7Ka1UWpDnUY_ciGjcT8OBK3o7LV-tF0Mx0gHS2Su-TozD5O4,Iteration Mobile & Vialsoft Apps,6250558401774233464,R$31.99,R$,31.99,false,Speed Camera Detector. 100% Legal and Reliable. Never pay another fine!,4.4,4.361702
Electrodoc Pro,it.android.demi.elettronica.pro,https://play.google.com/store/apps/details?id=it.android.demi.elettronica.pro,https://play-lh.googleusercontent.com/1Jrj7UfKJaQmQqalug7RlrcllpNuRNODfXrnct205SnWgrkJd03xWsR7aWcsrvQbPg,IODEMA Srl,4971215016306014222,R$19.99,R$,19.99,false,Powerful collection of electronics tools and reference.A must for any enthusiast,4.8,4.828522
NFC Tools - Pro Edition,com.wakdev.nfctools.pro,https://play.google.com/store/apps/details?id=com.wakdev.nfctools.pro,https://play-lh.googleusercontent.com/I9rEvn6tBL3ordlauqKTYihV5plSetn1t_JY6rmAI80WlSRq9MThjrcFDVEvCgepHsc,wakdev,6943435756825055171,R$9.99,R$,9.99,false,NFC Tools can read and write NFC tags.,4.4,4.3912134
Flat Circle - Icon Pack,com.circle.iconcircle.omegacircle.samplecircle,https://play.google.com/store/apps/details?id=com.circle.iconcircle.omegacircle.samplecircle,https://play-lh.googleusercontent.com/22QLvYjbOo1I4PKcDG4StklgymOLpirY3zyyz-oPrsXSSrld8oCyq2NuMYWQPgBT7Fsn,FL Design,8948310341520683798,R$7.99,R$,7.99,false,2700+ high quality icons inspired by Flat and Material Design.,4.8,4.81
PlayerPro Music Player,com.tbig.playerpro,https://play.google.com/store/apps/details?id=com.tbig.playerpro,https://play-lh.googleusercontent.com/2ZXBt_x7mcElqFY2Z3Hefy8QXQdFXrkEOhAbawAxY_piaVy7VyuavOjnFe6CEJ--U7c,BlastOn SA,6525856186127864437,R$6.99,R$,6.99,false,The ultimate music player for Android.,4.1,4.1019254
IP Webcam Pro,com.pas.webcam.pro,https://play.google.com/store/apps/details?id=com.pas.webcam.pro,https://play-lh.googleusercontent.com/_-ZQoFK6UvufQvoSgaI_VaRj6RafkgRWNElf13oMo0AdDaW9YsRWFlgm8sDiAOfCrqg,Pavel Khlebovich,Pavel+Khlebovich,R$20.99,R$,20.99,false,Turn your phone into a wireless camera!,4.2,4.188406
Video & TV Cast + Fire TV | Web Video Browser,de.twokit.video.tv.cast.browser.firetv.pro,https://play.google.com/store/apps/details?id=de.twokit.video.tv.cast.browser.firetv.pro,https://play-lh.googleusercontent.com/fhbEY_bx-P-fqv5rqSTqEESGc4OdPmXJ5oD0a_s9w5tX6DXrVOamOylMI1fCX0mSoKA,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Browser for Fire TV to stream webvideos, online movies, livestreams in HD",2.4,2.4
Hinário Adventista do 7º Dia,br.com.cpb.hymnal,https://play.google.com/store/apps/details?id=br.com.cpb.hymnal,https://play-lh.googleusercontent.com/rbK06Co8q7DQNb1AFiAFzhMSkeF-D6ZCzD4ls3U8zyRpRFETs34mB4syZiRvkJdQtw,Casa Publicadora Brasileira,Casa+Publicadora+Brasileira,R$6.49,R$,6.49,false,Adventist Hymnal of the 7th Day,4.0,3.95
HiEdu Scientific Calculator Pro,com.hiedu.calcpro,https://play.google.com/store/apps/details?id=com.hiedu.calcpro,https://play-lh.googleusercontent.com/F2POZMEuoQV6l2S99_EvJuBAvtUrKMErPuqHoeoP1FWBrwVB_gZVHPduCrIYi2UJru_E,HiEdu - Development scientific calculator,8305913367930580475,R$6.49,R$,6.49,false,"Scientific calculator - converter - graphs- Math, Physics and Chemistry Formulas",4.8,4.811881
Gamers GLTool Pro with Game Turbo & Ping Booster,inc.trilokia.gfxtool,https://play.google.com/store/apps/details?id=inc.trilokia.gfxtool,https://play-lh.googleusercontent.com/yj87UpaNLfTvVIYAQieEYGz9vGiCzShENMNa_gbpBYNUtQ-XeuMfBmnSZHrA4SQozb-A,Trilokia Inc.,4898227705286580329,R$3.09,R$,3.09,false,Tune your game graphics with our GFX optimizer for lag free gaming experience,4.4,4.407733
Assistant for Stardew Valley,com.ithersta.stardewvalleyplanner,https://play.google.com/store/apps/details?id=com.ithersta.stardewvalleyplanner,https://play-lh.googleusercontent.com/wH75oM-BIH6cT9ojzXoylzol4kaLUNua6sCZ9JgAbpMzY7qY8n0ViBPHF8eWDy1eUQ,itreeka,itreeka,R$4.99,R$,4.99,false,Planner for Stardew Valley which helps to keep track of tasks and events,4.7,4.735437
Shadow KWGT,shadowkwgt.kustom.pack,https://play.google.com/store/apps/details?id=shadowkwgt.kustom.pack,https://play-lh.googleusercontent.com/DuC8myKWKAe97_n4L80ia4HMThBWyZd-gqDlpdhG9wn0iFuJkMP04Ic_Ey37iz4DNg,Eduardo B5to,8840275148517916185,R$6.49,R$,6.49,false,This is not a stand alone app. Shadow require KWGT PRO (not free version),4.2,4.2
Augustro Music Player (67% OFF),com.augustro.musicplayer.audio,https://play.google.com/store/apps/details?id=com.augustro.musicplayer.audio,https://play-lh.googleusercontent.com/e6VeImbfEnabG0ybBvaawYFxUGzbF2EZN5Cz97OFOmJi-S0Y4FaQEn_OatxZ_ZG0HZ4,Augustro,6070161350609535667,R$0.99,R$,0.99,false,"Stylish music player with HD Sound clarity, Equalizer, Floating Widget and more.",4.2,4.1622643
"GPX Viewer PRO - Tracks, Routes & Waypoints",com.vecturagames.android.app.gpxviewer.pro,https://play.google.com/store/apps/details?id=com.vecturagames.android.app.gpxviewer.pro,https://play-lh.googleusercontent.com/77BGcMDgCJB8wtBl1d2AN9jaEwj8Of9YJoX70aowDH0e02GEvVm1F2atOoDO5ZdM6YMX,Vectura Games OÜ,7257657370093547812,R$31.99,R$,31.99,false,"GPX Viewer PRO shows tracks, routes and waypoints from gpx and kml files.",4.4,4.3943357
Timestamp Camera Pro,com.jeyluta.timestampcamera,https://play.google.com/store/apps/details?id=com.jeyluta.timestampcamera,https://play-lh.googleusercontent.com/0t-ytZcJJq9JPOHfFGEUWpZ5JNWyyh95oDrqzodE9X2MTx2CofsENatLyrTi13foeA,Bian Di,Bian+Di,R$19.99,R$,19.99,false,Timestamp Camera is the best(maybe only) app to add timestamps to new videos.,4.6,4.568702
Tools & Mi Band,cz.zdenekhorak.mibandtools,https://play.google.com/store/apps/details?id=cz.zdenekhorak.mibandtools,https://play-lh.googleusercontent.com/zYZPPTxTt2T64ZR-O3ZPQ_KZ3KwiIfSG0IaSchQxT2vHQc17nyRkase1Ze10EU1EJWfb,Tools & Wearables Ltd.,Tools+%26+Wearables+Ltd.,R$17.99,R$,17.99,false,Fully customizable notifications for your Xiaomi Mi Band smart bracelet.,3.8,3.7990654
Disk & Storage Analyzer [PRO],com.mobile_infographics_tools.mydrive_ext,https://play.google.com/store/apps/details?id=com.mobile_infographics_tools.mydrive_ext,https://play-lh.googleusercontent.com/Uj6CwxCrNE2_8O8r1SLxMoU2zKlq3hfROGwIwNhcjwPj7czZSOaVrkS0YreAq4OvYR4,Anton Patapovich,Anton+Patapovich,R$7.99,R$,7.99,false,Device's storage information in a simple and clear graphical form (infographics),4.5,4.4857144
Franco Kernel Manager - for all devices & kernels,com.franco.kernel,https://play.google.com/store/apps/details?id=com.franco.kernel,https://play-lh.googleusercontent.com/qaEz4D5NqAOI-CIq_WnfXKUM_2IXggPqEMpG9gDjj_gzrLAKG3New1Grx_OnwaZB6qA,Francisco Franco,8270010790606670648,R$6.99,R$,6.99,false,Complete kernel toolbox with features to manage and tweak your rooted device 🔥,4.6,4.617717
AnSo Anaesthesia Sonoanatomy,com.nekologic.anso,https://play.google.com/store/apps/details?id=com.nekologic.anso,https://play-lh.googleusercontent.com/abFVCTqJfOTUNTXZvX5VyA4wQJJfvtzIG3-xAElSz_TcwRB2zQayysFvD3yDKsDoros,Sumo Enterprises,Sumo+Enterprises,R$12.99,R$,12.99,false,AnSo provides the Answers to you Sonoanatomy questions.,4.8,4.768421
Librera PRO - eBook and PDF Reader (no Ads!),com.foobnix.pro.pdf.reader,https://play.google.com/store/apps/details?id=com.foobnix.pro.pdf.reader,https://play-lh.googleusercontent.com/c6PnrqJGYDlqFCyE77QVlTPPPVVALU3W-tSSCQATeXDrAU1pbaOR5tWFemeXvntQapF4,Librera,8498546092863948251,R$13.99,R$,13.99,false,"A highly sophisticated app for all of your mobile reading—any format, any time",4.5,4.5202155
MX Player Pro,com.mxtech.videoplayer.pro,https://play.google.com/store/apps/details?id=com.mxtech.videoplayer.pro,https://play-lh.googleusercontent.com/D17gZhrvhTyMc68MPtR8sRMs9BBzi6XOhnxGgQDVrWmXCThKo9yFxVWO7HR359_by80,MX Media (formerly J2 Interactive),MX+Media+(formerly+J2+Interactive),R$29.99,R$,29.99,false,Powerful video player with advanced hardware acceleration and subtitle supports.,4.4,4.43635
Car Launcher Pro,com.autolauncher.motorcar,https://play.google.com/store/apps/details?id=com.autolauncher.motorcar,https://play-lh.googleusercontent.com/XaG7mYude1a1oCKkOh_2tIemkU1Q6dmnvczndRd8dfFYL8MO-l2XzaAtgNldwycCeD0,apps lab studio,7978917842873634164,R$24.99,R$,24.99,false,Best Launcher for use in the car,4.5,4.5405407
External Keyboard Helper Pro,com.apedroid.hwkeyboardhelper,https://play.google.com/store/apps/details?id=com.apedroid.hwkeyboardhelper,https://play-lh.googleusercontent.com/SgmaaVDiv8Ll86fKrdo9UVhQANNiG55M_aK06ACOw9_LoKKcRwFKNHUAFLRbFeQNMSc4,Apedroid,Apedroid,R$6.49,R$,6.49,false,Take full control over your external Bluetooth or USB keyboard.,3.6,3.5709877
Type Machine,fi.rojekti.typemachine,https://play.google.com/store/apps/details?id=fi.rojekti.typemachine,https://play-lh.googleusercontent.com/syfXHZ7LjQQFjX7tCV8dRB1C3JGn_LEFC6K-mxmM7iZtyVINLMkHxGSCwLrJktmBBmNa,rojekti,rojekti,R$6.99,R$,6.99,false,Accidentally erased something? App crashed while typing? No problem.,3.0,2.990099
Houses of Peace,com.selah.casasdepaz,https://play.google.com/store/apps/details?id=com.selah.casasdepaz,https://play-lh.googleusercontent.com/w4fp4tSsY02q1lVtqjlNnr_p0tfLy_pcuCmnqL3uvz6_adEwitQ-B2yU-SCST0JvnA,Selah Produções,Selah+Produ%C3%A7%C3%B5es,R$8.99,R$,8.99,false,An effective evangelism and multiplication strategy for churches.,4.8,4.8125
Ambient light Application for Android,com.sevson.androidambiapp,https://play.google.com/store/apps/details?id=com.sevson.androidambiapp,https://play-lh.googleusercontent.com/RMGc910NhXcY8tZaFfFmCEm9rgmdFmoL-5OdBI7PQDsY-Ti9l67f7dQMjQm_RG4r5X8,Vsevolod Aleksandrov,Vsevolod+Aleksandrov,R$13.99,R$,13.99,false,Adaptive background lighting Ambient light for Android TV set-top box.,2.7,2.7058823
Video & TV Cast + Roku Remote & Movie Stream App,de.twokit.video.tv.cast.browser.roku.pro,https://play.google.com/store/apps/details?id=de.twokit.video.tv.cast.browser.roku.pro,https://play-lh.googleusercontent.com/U12_NQYq8yxFO88Bqk00Q_DOyObLzm3mp-I7T7lgPqi68dY6gpIBN7ohjcoWyj6vtlo,2kit consulting,6284879872961307001,R$3.99,R$,3.99,false,"Browser + Remote for Roku to stream webvideos, online movies and livestreams",3.2,3.15
Fisioterapia Respiratória,com.fisiocalc,https://play.google.com/store/apps/details?id=com.fisiocalc,https://play-lh.googleusercontent.com/tO20n2SXD_kwY9nybYWgS2duhXnGucQs-Y7g1nCn30y-yV61uPeRnG8QSjH8kQa_zoI,Marcelo José,Marcelo+Jos%C3%A9,R$2.99,R$,2.99,false,Application to assist in Respiratory Therapy.,4.7,4.731707
Easy Voice Recorder Pro,com.digipom.easyvoicerecorder.pro,https://play.google.com/store/apps/details?id=com.digipom.easyvoicerecorder.pro,https://play-lh.googleusercontent.com/w_eG3rz4w3FZQog3zbtwoe5j8wOR_ERumHRoIv7IyUzg0tHx6vOn78-_UyFrF3RHo3k,Digipom,8524844809417490477,R$9.99,R$,9.99,false,Easy Voice Recorder Pro is your everyday companion to record important moments.,4.7,4.6931586
CDisplayEx Comic Reader,com.progdigy.cdisplay,https://play.google.com/store/apps/details?id=com.progdigy.cdisplay,https://play-lh.googleusercontent.com/hzAMi37N6WS4Oo9kQh0P0EojmQKFgir3XC6xti1Enu7GlMLchBlx6Mw5yCcvTa1azA,Progdigy Software,Progdigy+Software,R$17.99,R$,17.99,false,The most popular comic book reader.,4.8,4.791489
Sun Surveyor (Sun & Moon),com.ratana.sunsurveyor,https://play.google.com/store/apps/details?id=com.ratana.sunsurveyor,https://play-lh.googleusercontent.com/BI9hbeekgljHr3o-RG8nLJeJUv4VQEjlNTCE5AmacBpsoLyfGExvH_QsxKCxZtcHmffG,Adam Ratana,Adam+Ratana,R$27.99,R$,27.99,false,"Your personal guide to the sun and moon. Plan ahead, visualize and predict!",4.6,4.608989
Premium Adfree,com.glennio.premium,https://play.google.com/store/apps/details?id=com.glennio.premium,https://play-lh.googleusercontent.com/e_2O2xY5cyUrdYeh-wS84_wyXNUZJO7_1zJR-vQEsHbFuRD-4wqKz-nJpR6mu38j8y8,Flatlad Studios,Flatlad+Studios,R$6.49,R$,6.49,false,Premium Plugin to remove VIDEO DOWNLOADER APP ads **NOT ADS SHOWN BY WEBSITES**,3.7,3.712177
